pl_name,hostname,pl_rade,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-504 b,Kepler-504,1.59000000,3519.00,0.330000,0.330000,18h59m41.27s,284.9219608,+45d58m20.38s,45.9723265,99.06880000
Kepler-1414 b,Kepler-1414,1.23000000,4951.00,0.750000,0.800000,18h59m42.86s,284.9285796,+42d25m20.31s,42.4223085,570.83500000
Kepler-26 b,Kepler-26,2.78000000,3914.00,0.512000,0.544000,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.30700000
Kepler-26 c,Kepler-26,2.72000000,3914.00,0.512000,0.544000,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.30700000
Kepler-26 d,Kepler-26,1.07000000,4486.00,0.571000,0.593000,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.30700000
Kepler-26 e,Kepler-26,2.41000000,4486.00,0.571000,0.593000,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.30700000
Kepler-893 b,Kepler-893,3.03000000,5820.00,0.990000,1.000000,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282,1285.59000000
Kepler-196 b,Kepler-196,1.90000000,5128.00,0.782000,0.839000,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.31200000
Kepler-196 c,Kepler-196,2.24000000,5128.00,0.782000,0.839000,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.31200000
Kepler-196 d,Kepler-196,2.66065673,5132.00,0.770000,0.805000,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.31200000
Kepler-1702 b,Kepler-1702,1.60190793,5093.00,0.725742,0.850000,18h59m53.40s,284.9724842,+44d34m02.93s,44.5674794,857.14000000
Kepler-1093 b,Kepler-1093,1.95000000,6166.00,1.200000,1.130000,18h59m54.73s,284.9780251,+41d25m12.75s,41.4202077,1072.88000000
Kepler-1093 c,Kepler-1093,1.96000000,6166.00,1.200000,1.130000,18h59m54.73s,284.9780251,+41d25m12.75s,41.4202077,1072.88000000
K2-107 b,K2-107,15.98000000,6061.00,1.810000,1.300000,18h59m56.49s,284.9853550,-22d17m36.31s,-22.2934206,685.20000000
Kepler-1712 b,Kepler-1712,2.28372556,3732.00,0.509000,0.515000,18h59m59.69s,284.9986980,+50d08m48.09s,50.1466922,156.26400000
Kepler-1190 b,Kepler-1190,1.33000000,4730.00,0.720000,0.760000,18h59m59.92s,284.9996582,+49d28m47.82s,49.4799506,342.50900000
HD 175167 b,HD 175167,12.30000000,5635.00,1.750000,1.090000,19h00m00.81s,285.0033888,-69d56m42.24s,-69.9450664,71.08630000
KOI-1843.03,Kepler-974,0.61000000,3584.00,0.450000,0.460000,19h00m03.15s,285.0131082,+40d13m15.44s,40.2209547,134.31100000
Kepler-974 b,Kepler-974,1.57000000,3687.00,0.500000,0.520000,19h00m03.15s,285.0131082,+40d13m15.44s,40.2209547,134.31100000
Kepler-1325 b,Kepler-1325,2.86000000,5550.00,0.910000,0.930000,19h00m04.12s,285.0171505,+42d05m07.12s,42.0853120,973.36800000
Kepler-1991 b,Kepler-1991,1.47000000,5478.00,1.053000,0.914000,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.82000000
Kepler-1991 c,Kepler-1991,2.57000000,5478.00,1.053000,0.914000,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.82000000
Kepler-513 b,Kepler-513,2.20000000,5849.00,1.060000,1.020000,19h00m09.99s,285.0416235,+50d04m31.41s,50.0753913,468.25800000
Kepler-864 b,Kepler-864,2.40000000,5754.00,1.000000,1.000000,19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074,2022.90000000
Kepler-864 c,Kepler-864,1.62000000,6213.00,1.195000,1.270000,19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074,2022.90000000
Kepler-1366 b,Kepler-1366,1.43000000,4070.00,0.600000,0.620000,19h00m15.57s,285.0648845,+41d33m17.45s,41.5548464,465.82600000
Kepler-1805 b,Kepler-1805,1.54502915,3867.00,0.552000,0.581000,19h00m20.77s,285.0865387,+40d53m56.58s,40.8990506,221.63900000
HATS-29 b,HATS-29,14.02245900,5670.00,1.073000,1.032000,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408,353.89100000
Kepler-983 b,Kepler-983,2.36000000,6052.00,1.080000,1.130000,19h00m25.01s,285.1042243,+45d00m29.07s,45.0080745,714.43700000
Kepler-243 b,Kepler-243,2.45000000,5228.00,0.842000,0.904000,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86000000
Kepler-243 c,Kepler-243,1.99000000,5228.00,0.842000,0.904000,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86000000
Kepler-1526 b,Kepler-1526,2.43000000,4601.00,0.690000,0.730000,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000
Kepler-1014 b,Kepler-1014,2.39000000,5388.00,0.840000,0.880000,19h00m29.28s,285.1219875,+44d06m37.92s,44.1105331,624.80000000
Kepler-1214 b,Kepler-1214,2.36000000,5130.00,0.800000,0.850000,19h00m34.25s,285.1427113,+49d48m02.36s,49.8006565,729.22700000
Kepler-1531 b,Kepler-1531,1.11000000,6260.00,1.270000,1.160000,19h00m35.19s,285.1466220,+39d22m14.90s,39.3708055,666.33400000
Kepler-1415 b,Kepler-1415,1.29000000,5267.00,0.840000,0.890000,19h00m37.63s,285.1568015,+47d52m23.70s,47.8732512,1043.56000000
Kepler-1661 b,Kepler-1661,3.87000000,5100.00,0.762000,0.841000,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.60700000
Kepler-55 b,Kepler-55,2.43000000,4362.00,0.580000,0.620000,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.79600000
Kepler-55 c,Kepler-55,2.21000000,4362.00,0.580000,0.620000,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.79600000
Kepler-55 d,Kepler-55,1.59000000,4503.00,0.619000,0.631000,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.79600000
Kepler-55 e,Kepler-55,1.55000000,4503.00,0.619000,0.631000,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.79600000
Kepler-55 f,Kepler-55,1.59000000,4503.00,0.619000,0.631000,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.79600000
Kepler-1254 b,Kepler-1254,1.55000000,4985.00,0.750000,0.780000,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,622.81800000
Kepler-1254 c,Kepler-1254,1.30000000,4985.00,0.750000,0.780000,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,622.81800000
Kepler-1254 d,Kepler-1254,1.31000000,4985.00,0.750000,0.780000,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,622.81800000
Kepler-674 b,Kepler-674,1.69000000,4192.00,0.570000,0.600000,19h00m42.28s,285.1761864,+50d08m58.88s,50.1496897,342.25400000
Kepler-381 b,Kepler-381,0.99000000,6152.00,1.568000,1.144000,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.32300000
Kepler-381 c,Kepler-381,1.12000000,6152.00,1.568000,1.144000,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.32300000
Kepler-381 d,Kepler-381,1.06678650,6197.00,2.188000,1.198000,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.32300000
KIC 3526061 b,KIC 3526061,12.10000000,4829.00,5.860000,1.420000,19h00m44.74s,285.1863974,+38d36m40.00s,38.6111112,401.22900000
Kepler-127 b,Kepler-127,1.40000000,6106.00,1.359000,1.248000,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.79400000
Kepler-127 c,Kepler-127,2.66000000,6106.00,1.359000,1.248000,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.79400000
Kepler-127 d,Kepler-127,2.64000000,6106.00,1.359000,1.248000,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.79400000
Kepler-1130 b,Kepler-1130,0.80000000,5403.00,0.810000,0.900000,19h00m49.78s,285.2074210,+45d23m03.60s,45.3843330,249.34300000
Kepler-1130 c,Kepler-1130,0.79239584,5450.00,0.842000,0.944000,19h00m49.78s,285.2074210,+45d23m03.60s,45.3843330,249.34300000
Kepler-1130 d,Kepler-1130,0.64472273,5450.00,0.842000,0.944000,19h00m49.78s,285.2074210,+45d23m03.60s,45.3843330,249.34300000
Kepler-686 b,Kepler-686,12.15000000,5649.00,0.920000,0.940000,19h00m51.32s,285.2138190,+39d01m38.88s,39.0274660,1490.94000000
Kepler-1814 b,Kepler-1814,2.36961357,4922.00,0.823000,0.790000,19h00m52.00s,285.2166767,+41d16m56.80s,41.2824449,726.34600000
Kepler-1814 c,Kepler-1814,1.76000000,4922.00,0.823000,0.790000,19h00m52.00s,285.2166767,+41d16m56.80s,41.2824449,726.34600000
Kepler-1272 b,Kepler-1272,2.37000000,5926.00,1.090000,1.060000,19h00m52.74s,285.2197605,+38d48m21.02s,38.8058393,1206.37000000
Kepler-815 b,Kepler-815,4.11000000,5028.00,3.420000,1.250000,19h00m53.07s,285.2211238,+47d52m52.69s,47.8813037,1259.28000000
Kepler-1261 b,Kepler-1261,2.26000000,5006.00,0.770000,0.820000,19h00m55.79s,285.2324786,+48d48m24.11s,48.8066963,744.29400000
Kepler-43 b,Kepler-43,13.66377100,6041.00,1.420000,1.320000,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.84000000
Kepler-837 b,Kepler-837,2.56000000,5403.00,0.810000,0.850000,19h00m59.22s,285.2467607,+45d57m00.40s,45.9501100,901.90700000
Kepler-1996 b,Kepler-1996,2.26000000,4580.00,0.675000,0.748000,19h01m00.90s,285.2537555,+46d34m55.99s,46.5822183,440.56100000
Kepler-1996 c,Kepler-1996,2.81000000,4580.00,0.675000,0.748000,19h01m00.90s,285.2537555,+46d34m55.99s,46.5822183,440.56100000
Kepler-447 b,Kepler-447,18.49000000,5493.00,1.050000,1.000000,19h01m04.45s,285.2685283,+48d33m35.58s,48.5598835,268.04100000
HD 175607 b,HD 175607,2.94000000,5392.00,0.700000,0.710000,19h01m05.83s,285.2742901,-66d11m39.62s,-66.1943379,40.33030000
Kepler-1304 b,Kepler-1304,2.29000000,5259.00,0.810000,0.850000,19h01m06.33s,285.2763652,+39d26m48.58s,39.4468274,2176.08000000
Kepler-30 b,Kepler-30,3.90000000,5498.00,0.950000,0.990000,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.22100000
Kepler-30 c,Kepler-30,12.30000000,5498.00,0.950000,0.990000,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.22100000
Kepler-30 d,Kepler-30,8.80000000,5498.00,0.950000,0.990000,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.22100000
Kepler-205 b,Kepler-205,1.51000000,4321.00,0.546000,0.592000,19h01m08.81s,285.2866912,+41d51m39.37s,41.8609357,159.72000000
Kepler-205 c,Kepler-205,1.64000000,4321.00,0.546000,0.592000,19h01m08.81s,285.2866912,+41d51m39.37s,41.8609357,159.72000000
Kepler-1849 b,Kepler-1849,2.38685349,4806.00,0.729000,0.709000,19h01m10.06s,285.2919300,+41d15m20.62s,41.2557275,631.88400000
Kepler-1223 b,Kepler-1223,1.22000000,4870.00,0.750000,0.800000,19h01m10.96s,285.2956462,+44d33m09.92s,44.5527542,459.95700000
Kepler-878 b,Kepler-878,1.93000000,5044.00,0.770000,0.810000,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497,791.62500000
Kepler-129 b,Kepler-129,2.40000000,5770.00,1.653000,1.178000,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.84500000
Kepler-129 c,Kepler-129,2.52000000,5770.00,1.653000,1.178000,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.84500000
Kepler-129 d,Kepler-129,12.60000000,5770.00,1.653000,1.178000,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.84500000
Kepler-1482 b,Kepler-1482,1.01000000,5381.00,0.840000,0.880000,19h01m15.32s,285.3138209,+48d43m30.97s,48.7252700,567.55600000
Kepler-1444 b,Kepler-1444,2.18000000,5810.00,1.050000,1.030000,19h01m19.36s,285.3306799,+42d02m25.81s,42.0405016,319.67500000
Kepler-1932 b,Kepler-1932,1.51482218,5278.00,0.815000,0.911000,19h01m19.56s,285.3314903,+41d03m49.84s,41.0638435,713.73300000
Kepler-295 b,Kepler-295,1.22000000,5603.00,0.898000,0.890000,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.19000000
Kepler-295 c,Kepler-295,1.17000000,5603.00,0.898000,0.890000,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.19000000
Kepler-295 d,Kepler-295,1.36000000,5603.00,0.898000,0.890000,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.19000000
Kepler-1440 b,Kepler-1440,1.26000000,5698.00,0.960000,0.980000,19h01m23.27s,285.3469737,+48d18m44.02s,48.3122283,1115.35000000
Kepler-204 b,Kepler-204,2.53000000,5812.00,1.238000,1.038000,19h01m23.32s,285.3471620,+41d45m42.64s,41.7618450,686.72300000
Kepler-204 c,Kepler-204,1.79000000,5812.00,1.238000,1.038000,19h01m23.32s,285.3471620,+41d45m42.64s,41.7618450,686.72300000
Kepler-1635 b,Kepler-1635,3.64000000,5347.00,0.850000,0.890000,19h01m23.77s,285.3490542,+45d33m22.24s,45.5561768,1069.45000000
Kepler-440 b,Kepler-440,1.86000000,4134.00,0.559000,0.575000,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03000000
Kepler-1429 b,Kepler-1429,1.29000000,5902.00,1.070000,1.050000,19h01m27.90s,285.3662532,+49d02m41.34s,49.0448172,1214.09000000
Kepler-442 b,Kepler-442,1.34000000,4402.00,0.598000,0.609000,19h01m27.98s,285.3666029,+39d16m48.25s,39.2800704,365.96500000
Kepler-952 b,Kepler-952,7.65000000,5730.00,0.990000,1.000000,19h01m29.25s,285.3718781,+41d59m37.93s,41.9938697,1304.25000000
Kepler-1067 b,Kepler-1067,0.80000000,5592.00,0.930000,0.950000,19h01m32.97s,285.3873706,+45d02m56.50s,45.0490265,667.69300000
Kepler-1067 c,Kepler-1067,1.74682428,5594.00,0.934000,0.981000,19h01m32.97s,285.3873706,+45d02m56.50s,45.0490265,667.69300000
Kepler-736 b,Kepler-736,2.93000000,5217.00,0.810000,0.860000,19h01m33.91s,285.3913092,+46d10m51.35s,46.1809293,1005.43000000
Kepler-1258 b,Kepler-1258,0.86000000,5839.00,0.990000,0.990000,19h01m37.19s,285.4049723,+49d59m41.35s,49.9948186,717.55500000
Kepler-1604 b,Kepler-1604,1.41000000,4976.00,0.760000,0.810000,19h01m38.56s,285.4106549,+44d24m44.03s,44.4122318,541.18900000
Kepler-350 b,Kepler-350,1.85000000,6186.00,1.534000,1.190000,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.85900000
Kepler-350 c,Kepler-350,3.10000000,6492.30,1.250000,1.000000,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.85900000
Kepler-350 d,Kepler-350,2.80000000,6492.30,1.250000,1.000000,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.85900000
Kepler-811 b,Kepler-811,2.70000000,5747.00,1.240000,1.010000,19h01m41.80s,285.4241593,+47d50m04.41s,47.8345586,985.04100000
Kepler-838 b,Kepler-838,2.73000000,5770.00,0.960000,0.980000,19h01m44.51s,285.4354695,+45d58m33.45s,45.9759590,1104.04000000
Kepler-211 b,Kepler-211,1.26000000,5123.00,0.816000,0.867000,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,309.35300000
Kepler-211 c,Kepler-211,1.29000000,5123.00,0.816000,0.867000,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,309.35300000
Kepler-1644 b,Kepler-1644,1.88000000,5499.00,0.860000,0.890000,19h01m54.01s,285.4750512,+48d02m05.41s,48.0348356,629.27000000
Kepler-907 b,Kepler-907,1.20000000,6106.00,1.380000,1.080000,19h01m54.36s,285.4764959,+41d37m57.58s,41.6326615,352.00000000
Kepler-551 b,Kepler-551,2.73000000,4286.00,0.630000,0.650000,19h01m56.41s,285.4850450,+48d03m15.76s,48.0543774,311.17500000
Kepler-668 b,Kepler-668,2.70000000,5352.00,0.820000,0.870000,19h01m59.83s,285.4992845,+49d16m38.18s,49.2772713,784.61800000
Kepler-1601 b,Kepler-1601,0.82000000,5869.00,1.070000,1.040000,19h02m03.11s,285.5129496,+38d04m47.42s,38.0798390,644.45600000
Kepler-555 b,Kepler-555,2.83000000,5894.00,1.040000,1.030000,19h02m04.05s,285.5168720,+38d55m56.85s,38.9324587,973.12100000
Kepler-730 b,Kepler-730,12.32990000,5620.00,1.411000,1.047000,19h02m13.15s,285.5547895,+45d34m43.83s,45.5788420,1935.04000000
Kepler-730 c,Kepler-730,1.56926000,5620.00,1.411000,1.047000,19h02m13.15s,285.5547895,+45d34m43.83s,45.5788420,1935.04000000
Kepler-1596 b,Kepler-1596,1.90000000,5706.00,0.920000,0.950000,19h02m13.80s,285.5575066,+49d19m48.31s,49.3300866,2146.23000000
Kepler-1460 b,Kepler-1460,1.96000000,4422.00,0.670000,0.700000,19h02m13.87s,285.5577888,+44d00m38.96s,44.0108221,553.21800000
Kepler-9 b,Kepler-9,8.29000000,5774.00,0.958000,1.022000,19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,628.25700000
Kepler-9 c,Kepler-9,8.08000000,5774.00,0.958000,1.022000,19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,628.25700000
Kepler-9 d,Kepler-9,1.64000000,5777.00,1.020000,1.070000,19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,628.25700000
Kepler-2000 b,Kepler-2000,2.73000000,3757.00,0.576000,0.581000,19h02m17.83s,285.5743032,+49d57m43.64s,49.9621218,320.58800000
Kepler-2000 c,Kepler-2000,1.57000000,3757.00,0.576000,0.581000,19h02m17.83s,285.5743032,+49d57m43.64s,49.9621218,320.58800000
KOI-1833 d,Kepler-968,2.58000000,4413.00,0.667000,0.681000,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.32400000
Kepler-968 b,Kepler-968,2.00000000,4598.00,0.700000,0.760000,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.32400000
Kepler-968 c,Kepler-968,1.69000000,4598.00,0.700000,0.760000,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.32400000
Kepler-4 b,Kepler-4,4.00200000,5857.00,1.487000,1.223000,19h02m27.71s,285.6154492,+50d08m08.78s,50.1357712,487.91600000
Kepler-821 b,Kepler-821,1.31000000,5191.00,0.800000,0.840000,19h02m28.17s,285.6173937,+39d22m46.09s,39.3794684,614.57100000
Kepler-779 b,Kepler-779,0.92000000,3804.00,0.440000,0.460000,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.15500000
TOI-2095 b,TOI-2095,1.25000000,3759.00,0.440000,0.440000,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.91760000
TOI-2095 c,TOI-2095,1.33000000,3759.00,0.440000,0.440000,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.91760000
Kepler-649 b,Kepler-649,2.26000000,5871.00,0.940000,0.970000,19h02m37.40s,285.6558336,+45d04m46.03s,45.0794516,513.74800000
Kepler-98 b,Kepler-98,1.99000000,5539.00,1.110000,0.990000,19h02m38.81s,285.6616933,+37d57m52.44s,37.9645672,350.31500000
Kepler-813 b,Kepler-813,2.14000000,5743.00,0.930000,0.950000,19h02m39.04s,285.6626752,+48d26m07.17s,48.4353251,840.00000000
Kepler-1673 b,Kepler-1673,2.93551940,6014.95,1.131660,1.110000,19h02m40.12s,285.6671724,+48d43m10.51s,48.7195865,727.18700000
Kepler-91 b,Kepler-91,15.32270300,4550.00,6.300000,1.310000,19h02m41.50s,285.6729033,+44d07m00.30s,44.1167513,1294.69000000
Kepler-1851 b,Kepler-1851,3.90012032,5982.00,0.879000,0.967000,19h02m41.70s,285.6737597,+45d38m23.41s,45.6398375,1589.81000000
Kepler-10 b,Kepler-10,1.47000000,5708.00,1.065000,0.910000,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,185.50600000
Kepler-10 c,Kepler-10,2.35500000,5708.00,1.065000,0.910000,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,185.50600000
Kepler-10 d,Kepler-10,3.49000000,5708.00,1.065000,0.910000,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,185.50600000
Kepler-1939 b,Kepler-1939,1.16480773,4353.00,0.603000,0.648000,19h02m45.58s,285.6899312,+40d59m40.80s,40.9946659,189.83300000
Kepler-1126 b,Kepler-1126,1.73000000,5798.00,0.930000,0.920000,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.73600000
Kepler-1126 c,Kepler-1126,1.45000000,5678.00,0.921000,0.794000,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.73600000
Kepler-1619 b,Kepler-1619,0.76000000,5852.00,1.000000,1.000000,19h02m48.86s,285.7035950,+44d25m19.75s,44.4221528,734.85000000
Kepler-1479 b,Kepler-1479,1.83000000,5796.00,0.980000,0.990000,19h02m50.88s,285.7119953,+49d42m24.33s,49.7067574,728.66800000
Kepler-1288 b,Kepler-1288,1.12000000,6132.00,1.290000,1.200000,19h02m51.24s,285.7135000,+41d36m21.17s,41.6058799,814.07800000
Kepler-1389 b,Kepler-1389,1.77000000,5078.00,0.740000,0.810000,19h02m52.19s,285.7174414,+44d45m30.06s,44.7583487,497.09300000
Kepler-230 b,Kepler-230,4.26000000,5588.00,0.817000,0.784000,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.75400000
Kepler-230 c,Kepler-230,2.04000000,5588.00,0.817000,0.784000,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.75400000
Kepler-1211 b,Kepler-1211,2.55000000,5705.00,0.940000,0.960000,19h02m52.98s,285.7207618,+40d51m24.88s,40.8569116,1826.53000000
Kepler-1595 b,Kepler-1595,1.23000000,5203.00,0.800000,0.840000,19h02m53.46s,285.7227502,+43d00m34.15s,43.0094855,845.02200000
Kepler-1542 b,Kepler-1542,0.76000000,5564.00,0.990000,0.940000,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.11400000
Kepler-1542 c,Kepler-1542,0.65000000,5564.00,0.990000,0.940000,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.11400000
Kepler-1542 d,Kepler-1542,0.87000000,5564.00,0.990000,0.940000,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.11400000
Kepler-1542 e,Kepler-1542,0.76000000,5564.00,0.990000,0.940000,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.11400000
Kepler-1439 b,Kepler-1439,1.46000000,3578.00,0.430000,0.460000,19h02m57.53s,285.7396971,+40d58m47.53s,40.9798688,225.39300000
Kepler-354 b,Kepler-354,1.84000000,4648.00,0.674000,0.652000,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.06400000
Kepler-354 c,Kepler-354,1.31000000,4648.00,0.674000,0.652000,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.06400000
Kepler-354 d,Kepler-354,1.24000000,4648.00,0.674000,0.652000,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.06400000
Kepler-1373 b,Kepler-1373,1.16000000,6299.00,1.330000,1.220000,19h03m00.49s,285.7520229,+39d14m57.02s,39.2491731,1699.46000000
HD 176986 b,HD 176986,2.26000000,4931.00,0.782000,0.789000,19h03m05.74s,285.7739138,-11d02m41.79s,-11.0449410,27.78430000
HD 176986 c,HD 176986,2.98000000,4931.00,0.782000,0.789000,19h03m05.74s,285.7739138,-11d02m41.79s,-11.0449410,27.78430000
Kepler-592 b,Kepler-592,2.39000000,5913.00,1.040000,1.040000,19h03m09.78s,285.7907395,+48d40m59.68s,48.6832431,1153.13000000
Kepler-1369 b,Kepler-1369,2.69000000,5761.00,0.990000,0.990000,19h03m11.34s,285.7972604,+40d56m10.29s,40.9361923,1236.56000000
Kepler-355 b,Kepler-355,1.46000000,6184.00,1.066000,0.933000,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427,1432.17000000
Kepler-355 c,Kepler-355,2.71000000,6184.00,1.066000,0.933000,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427,1432.17000000
Kepler-1273 b,Kepler-1273,2.49000000,5566.00,0.910000,0.940000,19h03m12.77s,285.8032016,+44d52m24.23s,44.8733983,1114.24000000
Kepler-1221 b,Kepler-1221,1.88000000,5194.00,0.820000,0.870000,19h03m17.37s,285.8223636,+45d42m42.63s,45.7118423,913.65000000
Kepler-1461 b,Kepler-1461,2.03000000,4919.00,0.740000,0.790000,19h03m19.32s,285.8305091,+43d11m54.16s,43.1983770,679.10600000
Kepler-149 b,Kepler-149,4.21000000,5381.00,0.953000,1.013000,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.03400000
Kepler-149 c,Kepler-149,1.61000000,5381.00,0.953000,1.013000,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.03400000
Kepler-149 d,Kepler-149,3.96000000,5381.00,0.953000,1.013000,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.03400000
Kepler-1266 b,Kepler-1266,2.58000000,5044.00,0.760000,0.800000,19h03m28.64s,285.8693277,+42d43m40.80s,42.7279996,849.31200000
Kepler-1266 c,Kepler-1266,1.68023962,4996.00,0.831000,0.791000,19h03m28.64s,285.8693277,+42d43m40.80s,42.7279996,849.31200000
Kepler-529 b,Kepler-529,1.86000000,6087.00,1.140000,1.070000,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.00800000
Kepler-529 c,Kepler-529,2.00000000,6087.00,1.140000,1.070000,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.00800000
Kepler-529 d,Kepler-529,2.79502603,6078.00,1.189000,1.005000,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.00800000
Kepler-1138 b,Kepler-1138,1.70000000,5582.00,0.920000,0.950000,19h03m35.84s,285.8993164,+48d18m26.23s,48.3072850,872.32800000
Kepler-599 b,Kepler-599,2.84000000,5127.00,0.790000,0.830000,19h03m38.78s,285.9115968,+41d04m10.23s,41.0695091,558.51700000
Kepler-1308 b,Kepler-1308,0.52000000,3468.00,0.340000,0.350000,19h03m42.90s,285.9287514,+38d31m14.55s,38.5207097,112.70500000
Kepler-495 b,Kepler-495,5.23000000,5346.00,0.830000,0.860000,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,658.92400000
Kepler-495 c,Kepler-495,1.21936414,5392.00,1.087000,0.888000,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,658.92400000
Kepler-1748 b,Kepler-1748,2.71275017,5774.00,0.864000,0.916000,19h03m52.30s,285.9678970,+45d44m20.68s,45.7390789,1083.28000000
Kepler-1580 b,Kepler-1580,2.11000000,6228.00,2.150000,1.470000,19h03m52.49s,285.9687099,+41d21m48.70s,41.3635264,1002.02000000
Kepler-169 b,Kepler-169,1.13000000,4997.00,0.763000,0.825000,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.52900000
Kepler-169 c,Kepler-169,1.21000000,4997.00,0.763000,0.825000,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.52900000
Kepler-169 d,Kepler-169,1.25000000,4997.00,0.763000,0.825000,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.52900000
Kepler-169 e,Kepler-169,2.20000000,4997.00,0.763000,0.825000,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.52900000
